158.04971636135372;187.0567082741455;1
458.63329154192377;327.7788768821477;2
310.5462101402029;270.9431362816006;1
325.63617944873374;181.37166801858632;1
479.75563373168933;303.23071724636895;2
595.0928798559285;407.6906349286782;2
331.3982274210474;196.0682853658422;1
315.7914558898933;539.0617364924357;0
257.52173680547935;463.8208948535597;0
242.443990066526;172.77186365270393;1
234.6417808994885;186.4138773651187;1
540.2774872771806;315.22562310396955;2
574.681791565073;370.2650348329968;2
170.38263296679656;499.9284693315755;0
235.95125765982905;65.26773659490681;1
225.31528406584158;411.1276935303165;0
257.04206490501974;158.6267501261304;1
322.7859871183087;195.9559252753687;1
565.7048464490462;419.35568362228616;2
503.3385853459015;372.2890343203466;2
549.270374684496;334.5145783107266;2
540.7487778068083;389.45291103138453;2
511.3796023549519;351.0453067547836;2
516.0811683908444;392.8057947960786;2
573.1518246571164;355.4952814130389;2
253.8668196365057;439.7010877294416;0
493.5311611709933;393.5204854490634;2
320.60591005898266;499.5914318588742;0
266.14634803128683;464.22729623138406;0
458.5843792226908;436.1136047507776;2
510.5061819469379;264.83897889154116;2
260.85822062410193;448.75475061711984;0
244.8961963292842;211.12258575847258;1
204.1234990844504;553.8860444971318;0
571.7405624728514;360.5255113456661;2
248.6031057367792;532.1728326134661;0
224.5602434930675;130.08081243163002;1
493.3466661639837;309.3340530178847;2
564.4438941251259;425.27153170294594;2
211.22275006607282;492.09805902278583;0
178.4668807745726;208.92887846325414;1
580.7303851530203;400.2925288240583;2
242.59913279928847;145.2538697637671;1
194.62929953859606;513.2232310500991;0
287.5054660324872;564.8486187031183;0
278.82349677467647;123.10147007732894;1
519.7084088944566;372.6290541334866;2
572.9591563169549;358.518483440984;2
551.9584701949569;372.68112579971745;2
475.6891146171464;379.686828943829;2
279.30434805797904;510.7606249371634;0
225.65826624503225;483.21587341915875;0
290.93218078441;520.2987254692822;0
262.28978620318895;518.8320303961166;0
216.41170517659256;201.44257883711174;1
246.45623448798915;173.26998558423998;1
315.6971766244806;463.42947143259903;0
336.6321824146912;444.4412304919964;0
438.2377708271101;292.5890703444859;2
572.0834703610758;309.6775164062831;2
232.62483861385303;130.95102623841152;1
289.198398487927;510.4180992987541;0
536.2573131067476;388.72870202692286;2
324.25023340405835;480.22112859381053;0
307.73362300524855;141.38622639826218;1
172.92607239083688;112.46835134106556;1
304.6415695307616;491.07403268893387;0
248.45842148717463;604.7241391589108;0
592.2539502250785;359.22056588728384;2
310.75119468047944;217.1666946764644;1
277.89031293865276;584.9336934231155;0
169.43658504609837;165.70812967641112;1
199.24731418673014;118.83670351901773;1
438.0885867158331;362.7805029120154;2
231.2118549773034;164.46178618796375;1
280.43751434384376;508.5818483378932;0
208.6667637901761;254.3463066063069;1
306.1001228672982;166.23392667531533;1
557.9463368990772;402.09814616083133;2
273.7714603315514;186.76196712385138;1
270.4355632547724;130.2334364483567;1
597.0497697233616;351.8966267898365;2
256.21600673901975;510.52767702656587;0
212.52563106613835;491.01237455261565;0
173.65484008629596;594.0147016650865;0
566.6207696785367;394.91953867080736;2
605.7181206240194;440.47395160921235;2
261.5729572958346;490.31369664266003;0
194.78289181877176;560.7856957705379;0
236.57495269137806;425.42726899796025;0
310.3606347655513;100.93020474023166;1
291.28121311801704;199.1703686869422;1
528.7381861235018;424.4736802595646;2
249.16754439840787;172.86562506137773;1
217.2901776501941;535.8647500762233;0
246.40113982381106;148.1802682491713;1
264.22494713264723;108.97845367566353;1
331.6506419201085;238.24948140435117;1
267.5460324953227;480.1123043607474;0
260.0866802598763;543.8832649554706;0
